W 4548,AOALP507,ALARM L P507
W 4549,AOAHT510,ALARM H T510
W 4550,AOALT510,ALARM L T510
W 4551,AOAHP511,ALARM H P511
W 4552,AOALP511,ALARM L P511
W 4553,AOAHP512,ALARM H P512
W 4554,AOALP512,ALARM L P512
W 4555,AOAHT513,ALARM H T513
W 4556,AOALT513,ALARM L T513
W 4557,AOAHP514,ALARM H P514
W 4558,AOALP514,ALARM L P514
W 4559,AOAHT515,ALARM H T515
W 4560,AOALT515,ALARM L T515
W 4561,AOAHP516,ALARM H P516
W 4562,AOALP516,ALARM L P516
W 4563,FREE,
W 4564,FREE,
W 4565,FREE,
W 4566,FREE,
W 4567,FREE,
W 4568,FREE,
W 4569,FREE,
W 4570,FREE,
W 4571,HOMO,RATIO FOR M1112.01 R205
W 4572,RECLAIM,RATIO FOR M1106.01 R203
W 4573,ADDITIVE,RATIO FOR M1106.02 R204
W 4574,FREE,
W 4575,FREE,
W 4576,FREE,
W 4577,FREE,
W 4578,FREE,
W 4579,FREE,
W 4580,FREE,
W 4581,FREE,
W 4582,DIFFERENTIAL PRESSURE OF P511 & P512,
W 4583,DIFFERENTIAL PRESSURE OF P514 & P516,
W 4584,DIFFERENTIAL PRESSURE OF P501 & P503,
W 4585,DIFFERENTIAL PRESSURE OF P505 & P507,
W 4586,FREE,
W 4587,FREE,
W 4588,FREE,
W 4589,FREE,
W 4590,FREE,
W 4591,FREE,
W 4592,FREE,
W 4593,FREE,
W 4594,FREE,
W 4595,FREE,
W 4596,FREE,
W 4597,FREE,
W 4598,FREE,
W 4599,FREE,
W 4600,,"SEE ""WORD BIT"""
W 4601,,"SEE ""WORD BIT"""
W 4602,,"SEE ""WORD BIT"""
W 4603,,"SEE ""WORD BIT"""
W 4604,,"SEE ""WORD BIT"""
W 4605,,"SEE ""WORD BIT"""
W 4606,,"SEE ""WORD BIT"""
W 4607,,"SEE ""WORD BIT"""
W 4608,,"SEE ""WORD BIT"""
W 4609,,"SEE ""WORD BIT"""
W 4610,,"SEE ""WORD BIT"""
W 4611,,"SEE ""WORD BIT"""
W 4612,,"SEE ""WORD BIT"""
W 4613,,"SEE ""WORD BIT"""
W 4614,,"SEE ""WORD BIT"""
W 4615,,"SEE ""WORD BIT"""
W 4616,,"SEE ""WORD BIT"""
W 4617,,"SEE ""WORD BIT"""
W 4618,,"SEE ""WORD BIT"""
W 4619,,"SEE ""WORD BIT"""
W 4620,,"SEE ""WORD BIT"""
W 4621,,"SEE ""WORD BIT"""
W 4622,,"SEE ""WORD BIT"""
W 4623,,"SEE ""WORD BIT"""
W 4624,FREE,
W 4625,FREE,
W 4626,FREE,
W 4627,FREE,
W 4628,FREE,
W 4629,FREE,
W 4630,FREE,
W 4631,ARAMS+0,AUGER SPEED(%) FOR HOPPER #1 (CONAIR)
W 4632,ARAMS+1,AUGER SPEED(%) FOR HOPPER #2 (CONAIR)
W 4633,ARAMS+2,AUGER SPEED(%) FOR HOPPER #3 (CONAIR)
W 4634,ARAMS+3,AUGER SPEED(%) FOR HOPPER #4 (CONAIR)
W 4635,ARAMS+4,AUGER SPEED(%) FOR HOPPER #5 (CONAIR)
W 4636,ARCONAIR+5,AUGER SPEED(%) - MANUAL SETPOINT FOR HOPPER #1 (CONAIR)
W 4637,ARCONAIR+6,AUGER SPEED(%) - MANUAL SETPOINT FOR HOPPER #2 (CONAIR)
W 4638,ARCONAIR+7,AUGER SPEED(%) - MANUAL SETPOINT FOR HOPPER #3 (CONAIR)
W 4639,ARCONAIR+8,AUGER SPEED(%) - MANUAL SETPOINT FOR HOPPER #4 (CONAIR)
W 4640,ARCONAIR+9,AUGER SPEED(%) - MANUAL SETPOINT FOR HOPPER #5 (CONAIR)
W 4641,ARDEBUG2+11,MAX. RECIPE AFTER CALCULATION FOR HOPPER #1 (CONAIR)
W 4642,ARDEBUG2+12,MAX. RECIPE AFTER CALCULATION FOR HOPPER #2 (CONAIR)
W 4643,ARDEBUG2+13,MAX. RECIPE AFTER CALCULATION FOR HOPPER #3 (CONAIR)
W 4644,ARDEBUG2+14,MAX. RECIPE AFTER CALCULATION FOR HOPPER #4 (CONAIR)
W 4645,ARDEBUG2+15,MAX. RECIPE AFTER CALCULATION FOR HOPPER #5 (CONAIR)
W 4646,ARDEBUG2+16,MIN. RECIPE AFTER CALCULATION FOR HOPPER #1 (CONAIR)
W 4647,ARDEBUG2+17,MIN. RECIPE AFTER CALCULATION FOR HOPPER #2 (CONAIR)
W 4648,ARDEBUG2+18,MIN. RECIPE AFTER CALCULATION FOR HOPPER #3 (CONAIR)
W 4649,ARDEBUG2+19,MIN. RECIPE AFTER CALCULATION FOR HOPPER #4 (CONAIR)
W 4650,ARDEBUG2+20,MIN. RECIPE AFTER CALCULATION FOR HOPPER #5 (CONAIR)
W 4651,AOTHUMAX,MAX. THROUGHPUT (CONAIR)
W 4652,AOTHUMIN,MIN. THROUGHPUT (CONAIR)
W 4653,AIHOPMAX1,HOPPER #1 MAX. THROUGHPUT
W 4654,AIHOPMAX2,HOPPER #2 MAX. THROUGHPUT
W 4655,AIHOPMAX3,HOPPER #3 MAX. THROUGHPUT
W 4656,AIHOPMAX4,HOPPER #4 MAX. THROUGHPUT
W 4657,AIHOPMAX5,HOPPER #5 MAX. THROUGHPUT
W 4658,AIHOPMIN1,HOPPER #1 MIN. THROUGHPUT
W 4659,AIHOPMIN2,HOPPER #2 MIN. THROUGHPUT
W 4660,AIHOPMIN3,HOPPER #3 MIN. THROUGHPUT
W 4661,AIHOPMIN4,HOPPER #4 MIN. THROUGHPUT
W 4662,AIHOPMIN5,HOPPER #5 MIN. THROUGHPUT
W 4663,AOREC1,RECIPE RATIO FOR HOPPER #1
W 4664,AOREC2,RECIPE RATIO FOR HOPPER #2
W 4665,AOREC3,RECIPE RATIO FOR HOPPER #3
W 4666,AOREC4,RECIPE RATIO FOR HOPPER #4
W 4667,,THROUGHPUT MAX. TEMPORARY CALCULATING
W 4668,,THROUGHPUT MIN. TEMPORARY CALCULATING
W 4669,ARCONAIR+18,HOPPER #1 THROUGHPUT
W 4670,ARCONAIR+19,HOPPER #2 THROUGHPUT
W 4671,ARCONAIR+20,HOPPER #3 THROUGHPUT
W 4672,ARCONAIR+21,HOPPER #4 THROUGHPUT
W 4673,ARCONAIR+22,HOPPER #5 THROUGHPUT
W 4674,AOREC5,RECIPE RATIO FOR HOPPER #5
W 4675,ARDEBUG2+45,TOTAL THROUGHPUT
W 4676,WEIGHT ON HOPPER 2 CONAIR-SR20 L30+2,
W 4677,WEIGHT ON HOPPER 3 CONAIR-SR20 L30+2,
W 4678,WEIGHT ON HOPPER 4 CONAIR,
W 4679,FREE,
W 4680,FREE,
W 4681,FREE,
W 4682,FREE,
W 4683,FREE,
W 4684,FREE,
W 4685,FREE,
W 4686,FREE,
W 4687,FREE,
W 4688,FREE,
W 4689,FREE,
W 4690,FREE,
W 4691,FREE,
W 4692,FREE,
W 4693,FREE,
W 4694,FREE,
W 4695,FREE,
W 4696,FREE,
W 4697,FREE,
W 4698,FREE,
,,FIX DMACS-ANALOG INPUT
W 4700,AIMER300,MEASURE                R300
W 4701,AIOUR300,OUTPUT
W 4702,AISPR300,SET POINT
W 4703,AIMER301,MEASURE                R301
W 4704,AIOUR301,OUTPUT
W 4705,AISPR301,SET POINT
W 4706,AIMER302,MEASURE                R302
W 4707,AIOUR302,OUTPUT
W 4708,AISPR302,SET POINT
W 4709,AIMER303,MEASURE                R303
W 4710,AIOUR303,OUTPUT
W 4711,AISPR303,SET POINT
W 4712,AIMER304,MEASURE                R304
W 4713,AIOUR304,OUTPUT
W 4714,AISPR304,SET POINT
W 4715,AIMER305,MEASURE                R305
W 4716,AIOUR305,OUTPUT
W 4717,AISPR305,SET POINT
W 4718,AIMER306,MEASURE                R306
W 4719,AIOUR306,OUTPUT
W 4720,AISPR306,SET POINT
W 4721,AIMER307,MEASURE                R307
W 4722,AIOUR307,OUTPUT
W 4723,AISPR307,SET POINT
W 4724,AIMER308,MEASURE                R308
W 4725,AIOUR308,OUTPUT
W 4726,AISPR308,SET POINT
W 4727,AIMER309,MEASURE                R309
W 4728,AIOUR309,OUTPUT
W 4729,AISPR309,SET POINT
W 4730,AIMER310,MEASURE                R310
W 4731,AIOUR310,OUTPUT
W 4732,AISPR310,SET POINT
W 4733,AIMER311,MEASURE                R311
W 4734,AIOUR311,OUTPUT
W 4735,AISPR311,SET POINT
W 4736,AIMER312,MEASURE                R312
W 4737,AIOUR312,OUTPUT
W 4738,AISPR312,SET POINT
W 4739,AIMER313,MEASURE                R313
W 4740,AIOUR313,OUTPUT
W 4741,AISPR313,SET POINT
W 4742,AIMER314,MEASURE                R314
W 4743,AIOUR314,OUTPUT
W 4744,AISPR314,SET POINT
W 4745,AIMER315,MEASURE                R315
W 4746,AIOUR315,OUTPUT
W 4747,AISPR315,SET POINT
W 4748,AIMER316,MEASURE                R316
W 4749,AIOUR316,OUTPUT
W 4750,AISPR316,SET POINT
W 4751,AIMER317,MEASURE                R317
W 4752,AIOUR317,OUTPUT
W 4753,AISPR317,SET POINT
W 4754,AIMER318,MEASURE                R318
W 4755,AIOUR318,OUTPUT
W 4756,AISPR318,SET POINT
W 4757,AIMER319,MEASURE                R319
W 4758,AIOUR319,OUTPUT
W 4759,AISPR319,SET POINT
W 4760,AIMER320,MEASURE                R320
W 4761,AIOUR320,OUTPUT
W 4762,AISPR320,SET POINT
W 4763,AIMER321,MEASURE                R321
W 4764,AIOUR321,OUTPUT
W 4765,AISPR321,SET POINT
W 4766,AIMER322,MEASURE                R322
W 4767,AIOUR322,OUTPUT
W 4768,AISPR322,SET POINT
W 4769,AIMER323,MEASURE                R323
W 4770,AIOUR323,OUTPUT
W 4771,AISPR323,SET POINT
W 4772,AIMER324,MEASURE                R324
W 4773,AIOUR324,OUTPUT
W 4774,AISPR324,SET POINT
W 4775,AIMER325,MEASURE                R325
W 4776,AIOUR325,OUTPUT
W 4777,AISPR325,SET POINT
W 4778,AIMER326,MEASURE                R326
W 4779,AIOUR326,OUTPUT
W 4780,AISPR326,SET POINT
W 4781,AIMER327,MEASURE                R327
W 4782,AIOUR327,OUTPUT
W 4783,AISPR327,SET POINT
W 4784,FREE,
W 4785,FREE,
W 4786,FREE,
W 4787,FREE,
W 4788,HOPPER 1 WEIGHT- SR20 L30+1,
W 4789,HOPPER 4 WEIGHT,
W 4790,AIMER330,MEASURE                R330
W 4791,AIOUR330,OUTPUT
W 4792,AISPR330,SET POINT
W 4793,AIMER331,MEASURE                R331
W 4794,AIOUR331,OUTPUT
W 4795,AISPR331,SET POINT
W 4796,AIMER332,MEASURE                R332
W 4797,AIOUR332,OUTPUT
W 4798,AISPR332,SET POINT
W 4799,AIMER333,MEASURE                R333
W 4800,AIOUR333,OUTPUT
W 4801,AISPR333,SET POINT
W 4802,FREE,
W 4803,FREE,
W 4804,FREE,
W 4805,FREE,
W 4806,FREE,
W 4807,AIMER340,MEASURE                R340
W 4808,AIOUR340,OUTPUT
W 4809,AISPR340,SET POINT
W 4810,AIMER341,MEASURE                R341
W 4811,AIOUR341,OUTPUT
W 4812,AISPR341,SET POINT
W 4813,AIMER342,MEASURE                R342
W 4814,AIOUR342,OUTPUT
W 4815,AISPR342,SET POINT
W 4816,AIMER343,MEASURE                R343
W 4817,AIOUR343,OUTPUT
W 4818,AISPR343,SET POINT
W 4819,AIMER344,MEASURE                R344
W 4820,AIOUR344,OUTPUT
W 4821,AISPR344,SET POINT
W 4822,AIMER345,MEASURE                R345
W 4823,AIOUR345,OUTPUT
W 4824,AISPR345,SET POINT
W 4825,AIMER346,MEASURE                R346
W 4826,AIOUR346,OUTPUT
W 4827,AISPR346,SET POINT
W 4828,AIMER347,MEASURE                R347
W 4829,AIOUR347,OUTPUT
W 4830,AISPR347,SET POINT
W 4831,AIMER348,MEASURE                R348
W 4832,AIOUR348,OUTPUT
W 4833,AISPR348,SET POINT
W 4834,AIMER349,MEASURE                R349
W 4835,AIOUR349,OUTPUT
W 4836,AISPR349,SET POINT
W 4837,AIMER350,MEASURE                R350
W 4838,AIOUR350,OUTPUT
W 4839,AISPR350,SET POINT
W 4840,AIMER351,MEASURE                R351
W 4841,AIOUR351,OUTPUT
W 4842,AISPR351,SET POINT
W 4843,AIMER352,MEASURE                R352
W 4844,AIOUR352,OUTPUT
W 4845,AISPR352,SET POINT
W 4846,AIMER353,MEASURE                R353
W 4847,AIOUR353,OUTPUT
W 4848,AISPR353,SET POINT
W 4849,AIMER354,MEASURE                R354
W 4850,AIOUR354,OUTPUT
W 4851,AISPR354,SET POINT
W 4852,AIMER355,MEASURE                R355
W 4853,AIOUR355,OUTPUT
W 4854,AISPR355,SET POINT
W 4855,AIMER356,MEASURE                R356
W 4856,AIOUR356,OUTPUT
W 4857,AISPR356,SET POINT
W 4858,AIMER357,MEASURE                R357
W 4859,AIOUR357,OUTPUT
W 4860,AISPR357,SET POINT
W 4861,AIMER358,MEASURE                R358
W 4862,AIOUR358,OUTPUT
W 4863,AISPR358,SET POINT
W 4864,AIMER359,MEASURE                R359
W 4865,AIOUR359,OUTPUT
W 4866,AISPR359,SET POINT
W 4867,AIMER360,MEASURE                R360
W 4868,AIOUR360,OUTPUT
W 4869,AISPR360,SET POINT
W 4870,AIMER361,MEASURE                R361
W 4871,AIOUR361,OUTPUT
W 4872,AISPR361,SET POINT
W 4873,E003 MAIN HOPPER SCREW AUTHORIZATION,
W 4874,E004 HOMO SCREW SPEED,
W 4875,E002 PRODUCT C SCREW SPEED ,
W 4876,AIMER200,MEASURE                R200
W 4877,AIOUR200,OUTPUT
W 4878,AISPR200,SET POINT
W 4879,,
W 4880,AIT500,MEASURE                T500
W 4881,AIP501,MEASURE                P501
W 4882,AIT502,MEASURE                T502
W 4883,AIP503,MEASURE                P503
W 4884,AIT504,MEASURE                T504
W 4885,AIP505,MEASURE                P505
W 4886,AIT506,MEASURE                T506
W 4887,AIP507,MEASURE                P507
W 4888,AIT510,MEASURE                T510
W 4889,AIP511,MEASURE                P511
W 4890,AIT512,MEASURE                T512
W 4891,AIP513,MEASURE                P513
W 4892,AIP514,MEASURE                P514
W 4893,AIT515,MEASURE                T515
W 4894,AIP516               ,MEASURE                P516
W 4895~4919,,FREE
W 4920~4984,,"SEE ""WORD BIT"""
W 4985~5199,,FREE
W 5200,,PERCENTAGE OF (RECLAIM+HOMO+ADDI) SETTING
W 5201~5880,,FREE
W 5881,,"P501 MEASURE, BEFORE VALUE TRANSFER"
W 5882,,
W 5883,,"P503 MEASURE, BEFORE VALUE TRANSFER"
W 5884,,
W 5885,,"P505 MEASURE, BEFORE VALUE TRANSFER"
W 5886,,
W 5887,,"P507 MEASURE, BEFORE VALUE TRANSFER"
W 5888,,
W 5889,,"P511 MEASURE, BEFORE VALUE TRANSFER"
W 5890,,"P512 MEASURE, BEFORE VALUE TRANSFER"
W 5891,,
W 5892,,"P514 MEASURE, BEFORE VALUE TRANSFER"
W 5893,,
W 5894,,"P516 MEASURE, BEFORE VALUE TRANSFER"
W 5895~5999,,FREE
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
